STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
163,1,PPGL,AZ050,0.4,G550,WGRA01,3755,1134,0,2,3.305457746,XLC-G,1200,9/12/2025,87830952,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,12,Friday,FALSE,2,2025Q3,Mùa mưa,23390.4,73192.46,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,244024869,1,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0043,Retail,TP. Hồ Chí Minh,Đại lý VLXD Minh Phát - TP. Hồ Chí Minh,Economy,Low,Low,Medium,0,0,0,0.103472469,0.8487299164,0.1512700836,85
168,1,PPGL,AZ050,0.45,G550,WGRA01,3330,878,0,2,3.784090909,XLC-G,1200,9/12/2025,76311279,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,12,Friday,FALSE,2,2025Q3,Mùa mưa,22916.3,63592.7325,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,244024869,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0027,Retail,Vĩnh Long,Đại lý VLXD Hoàng Gia - Vĩnh Long,Economy,Low,Low,Medium,0,0,0,0.08990129641,0.8487299164,0.1512700836,85
185,1,PPGL,AZ050,0.45,G550,WGRA01,3340,882,0,2,3.778280543,XLC-G,1200,9/17/2025,77003366,TP. Quy Nhơn,Bình Định,2025,9,17,Wednesday,FALSE,3,2025Q3,Mùa mưa,23054.9,64169.47167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,77003366,5,50,4051902756,81038055.12,8.333333333,6068560773,CUST_0069,Retail,Bình Dương,Đại lý VLXD Tân Thành - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.09071663484,0.8487299164,0.1512700836,85
208,1,PPGL,AZ050,0.4,G550,WGRA01,3600,1094,0,2,3.284671533,XLC-G,1200,9/27/2025,81223560,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,27,Saturday,TRUE,4,2025Q3,Mùa mưa,22562.1,67686.3,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,81223560,10,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0020,Retail,Đồng Nai,Đại lý VLXD Tân Thành - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.0956883889,0.8487299164,0.1512700836,85
243,1,PPGL,AZ050,0.45,G550,WGRA01,3340,882,0,2,3.778280543,XLC-G,1200,9/30/2025,73402846,TP. Thủ Đức,TP. Hồ Chí Minh,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,21976.9,61169.03833,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,150788308,3,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0011,Retail,Long An,Đại lý VLXD Nam Việt - Long An,Standard,Medium,Medium,Low,0,0,0,0.08647491042,0.6312473085,0.3687526915,85
244,1,PPGL,AZ050,0.45,G550,WGRA01,3340,878,0,2,3.795454545,XLC-G,1200,9/30/2025,77385462,H. Thống Nhất,Đồng Nai,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,23169.3,64487.885,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,150788308,0,50,4051902756,81038055.12,8.333333333,8377944669,CUST_0074,Wholesale,Vĩnh Long,Công ty TNHH VLXD Minh Phát - Vĩnh Long,Standard,Low,Medium,Low,0,0,0,0.09116677702,0.6312473085,0.3687526915,85
278,1,PPGL,AZ050,0.45,G550,WGRA01,3330,878,0,2,3.784090909,XLC-G,1200,10/2/2025,75076848,TP. Quy Nhơn,Bình Định,2025,10,2,Thursday,FALSE,1,2025Q4,Mùa mưa,22545.6,62564.04,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,75076848,2,50,4051902756,81038055.12,8.333333333,6068560773,CUST_0104,Retail,Bình Dương,Đại lý VLXD Bình Minh - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.08844702977,0.8487299164,0.1512700836,85
325,1,PPGL,AZ050,0.45,G550,WGRA01,3230,854,0,2,3.773364486,XLC-G,1200,10/13/2025,75277411,H. Thống Nhất,Đồng Nai,2025,10,13,Monday,FALSE,2,2025Q4,Mùa mưa,23305.7,62731.17583,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,160918373,11,50,4051902756,81038055.12,8.333333333,8377944669,CUST_0038,Retail,Bình Thuận,Đại lý VLXD Hoàng Gia - Bình Thuận,Economy,Low,Low,Low,1,0,0,0.08868331035,0.8487299164,0.1512700836,75
298,1,PPGL,AZ050,0.4,G550,WGRA01,3820,1152,0,4,3.30449827,XLC-G,1200,10/14/2025,85640962,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,14,Tuesday,FALSE,2,2025Q4,Mùa mưa,22419.1,71367.46833,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,160918373,1,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0006,Retail,Bình Dương,Đại lý VLXD Thịnh Vượng - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1008924711,0.8487299164,0.1512700836,85
370,1,PPGL,AZ050,0.45,G550,WGRA01,3450,910,0,2,3.782894737,XLC-G,1200,10/17/2025,80203530,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23247.4,66836.275,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,319409167,3,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0072,Retail,Bình Định,Đại lý VLXD An Phát - Bình Định,Economy,Medium,Low,Low,1,0,0,0.09448670521,0.8487299164,0.1512700836,75
371,1,PPGL,AZ050,0.45,G550,WGRA01,3490,918,0,2,3.793478261,XLC-G,1200,10/17/2025,80906925,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23182.5,67422.4375,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,319409167,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0023,Retail,Phú Yên,Đại lý VLXD Tân Thành - Phú Yên,Standard,High,Medium,Medium,0,0,0,0.09531536545,0.6312473085,0.3687526915,85
380,1,PPGL,AZ050,0.45,G550,WGRA01,3420,906,0,2,3.766519824,XLC-G,1200,10/17/2025,79852212,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23348.6,66543.51,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,319409167,0,50,4051902756,81038055.12,8.333333333,6068560773,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Medium,0,0,0,0.09407282218,0.8487299164,0.1512700836,85
381,1,PPGL,AZ050,0.45,G550,WGRA01,3400,890,0,2,3.811659193,XLC-G,1200,10/17/2025,78446500,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23072.5,65372.08333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,319409167,0,50,4051902756,81038055.12,8.333333333,6068560773,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.09241677169,0.8487299164,0.1512700836,85
425,1,PPGL,AZ050,0.45,G550,WGRA01,3340,882,0,2,3.778280543,XLC-G,1200,10/24/2025,74486676,Huyện Long Hồ,Vĩnh Long,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,22301.4,62072.23,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,166973246,7,50,4051902756,81038055.12,8.333333333,7589710139,CUST_0046,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Bình Minh - Bà Rịa - Vũng Tàu,Standard,Medium,Medium,Low,0,0,0,0.08775175603,0.6312473085,0.3687526915,85
438,1,PPGL,AZ050,0.4,G550,WGRA01,4100,1246,0,2,3.28525641,XLC-G,1200,10/24/2025,92486570,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,22557.7,77072.14167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,166973246,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0107,Retail,Phú Yên,Đại lý VLXD Nam Việt - Phú Yên,Standard,Medium,Medium,Medium,0,0,0,0.1089571902,0.6312473085,0.3687526915,85
543,1,PPGL,AZ050,0.45,G550,WGRA01,3580,942,0,2,3.792372881,XLC-G,1200,11/6/2025,79153800,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,6,Thursday,FALSE,1,2025Q4,Mùa khô,22110,65961.5,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,79153800,13,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0012,Partner,Đồng Nai,Xưởng VLXD Minh Phát - Đồng Nai,Premium,Medium,High,Medium,0,0,0,0.09325003235,0.5533159006,0.4466840994,90
546,1,PPGL,AZ050,0.4,G550,WGRA01,3740,1138,0,2,3.280701754,XLC-G,1200,11/8/2025,85702848,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,8,Saturday,TRUE,2,2025Q4,Mùa khô,22915.2,71419.04,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,236261674,2,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1009653781,0.8487299164,0.1512700836,85
547,1,PPGL,AZ050,0.45,G550,WGRA01,3400,894,0,2,3.794642857,XLC-G,1200,11/8/2025,75495640,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,8,Saturday,TRUE,2,2025Q4,Mùa khô,22204.6,62913.03333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,236261674,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0013,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Minh Phát - Tỉnh Khánh Hòa,Premium,High,High,High,1,0,0,0.08894040302,0.5533159006,0.4466840994,65
541,1,PPGL,AZ050,0.45,G550,WGRA01,3420,886,8,2,3.816964286,XLC-G,1200,11/10/2025,75063186,Huyện Long Hồ,Vĩnh Long,2025,11,10,Monday,FALSE,2,2025Q4,Mùa khô,21948.3,62552.655,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,236261674,2,50,4051902756,81038055.12,8.333333333,7589710139,CUST_0104,Retail,Bình Dương,Đại lý VLXD Bình Minh - Bình Dương,Economy,Low,Low,Low,1,0,0,0.08843093475,0.8487299164,0.1512700836,75
628,1,PPGL,AZ050,0.45,G550,WGRA01,3540,942,0,2,3.75,XLC-G,1200,11/27/2025,78382326,H. Thống Nhất,Đồng Nai,2025,11,27,Thursday,FALSE,4,2025Q4,Mùa khô,22141.9,65318.605,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,78382326,17,50,4051902756,81038055.12,8.333333333,8377944669,CUST_0062,Retail,Bình Thuận,Đại lý VLXD Đại Phát - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.09234116916,0.8487299164,0.1512700836,85
663,1,PPGL,AZ050,0.4,G550,WGRA01,3540,1082,0,2,3.265682657,XLC-G,1200,12/9/2025,82194552,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,9,Tuesday,FALSE,2,2025Q4,Mùa khô,23218.8,68495.46,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,240311720,12,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0082,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Minh Phát - Tỉnh Khánh Hòa,Premium,High,High,Medium,0,0,0,0.09683230158,0.5533159006,0.4466840994,90
664,1,PPGL,AZ050,0.45,G550,WGRA01,3530,934,0,2,3.771367521,XLC-G,1200,12/9/2025,79570436,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,9,Tuesday,FALSE,2,2025Q4,Mùa khô,22541.2,66308.69667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,240311720,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0089,Partner,Bình Thuận,Xưởng VLXD Việt Thành - Bình Thuận,Premium,High,High,High,0,0,0,0.09374086565,0.5533159006,0.4466840994,75
665,1,PPGL,AZ050,0.45,G550,WGRA01,3480,922,0,2,3.766233766,XLC-G,1200,12/9/2025,78546732,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,9,Tuesday,FALSE,2,2025Q4,Mùa khô,22570.9,65455.61,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,240311720,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0097,Retail,Đồng Nai,Đại lý VLXD Việt Thành - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.09253485367,0.8487299164,0.1512700836,85
698,1,PPGL,AZ050,0.4,G550,WGRA01,3740,1134,0,2,3.292253521,XLC-G,1200,12/17/2025,86706664,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,17,Wednesday,FALSE,3,2025Q4,Mùa khô,23183.6,72255.55333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,167149664,8,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0111,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Low,1,0,0,0.1021479603,0.8487299164,0.1512700836,75
699,1,PPGL,AZ050,0.45,G550,WGRA01,3550,938,0,2,3.776595745,XLC-G,1200,12/17/2025,80443000,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,17,Wednesday,FALSE,3,2025Q4,Mùa khô,22660,67035.83333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,167149664,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0104,Retail,Bình Dương,Đại lý VLXD Bình Minh - Bình Dương,Economy,Low,Low,Low,0,0,0,0.09476882162,0.8487299164,0.1512700836,85
778,1,PPGL,AZ050,0.4,G550,WGRA01,3560,1086,0,2,3.272058824,XLC-G,1200,12/31/2025,84503364,Huyện Long Hồ,Vĩnh Long,2025,12,31,Wednesday,FALSE,5,2025Q4,Mùa khô,23736.9,70419.47,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,172502704,14,50,4051902756,81038055.12,8.333333333,7589710139,CUST_0060,Retail,Bình Dương,Đại lý VLXD Bình Minh - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.0995522821,0.8487299164,0.1512700836,85
809,1,PPGL,AZ050,0.45,G550,WGRA01,3770,994,0,2,3.785140562,XLC-G,1200,12/31/2025,87999340,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,31,Wednesday,FALSE,5,2025Q4,Mùa khô,23342,73332.78333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,172502704,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0043,Retail,TP. Hồ Chí Minh,Đại lý VLXD Minh Phát - TP. Hồ Chí Minh,Standard,Medium,Medium,Low,1,0,0,0.1036708446,0.6312473085,0.3687526915,75
819,1,PPGL,AZ050,0.4,G550,WGRA01,3610,1094,0,2,3.29379562,XLC-G,1200,1/6/2026,86444699,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,6,Tuesday,FALSE,1,2026Q1,Mùa khô,23945.9,72037.24917,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,343237092,6,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0076,Wholesale,Vĩnh Long,Công ty TNHH VLXD Việt Thành - Vĩnh Long,Standard,High,Medium,High,0,0,0,0.1018393429,0.6312473085,0.3687526915,70
820,1,PPGL,AZ050,0.45,G550,WGRA01,3380,894,0,2,3.772321429,XLC-G,1200,1/6/2026,79074424,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,6,Tuesday,FALSE,1,2026Q1,Mùa khô,23394.8,65895.35333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,343237092,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0108,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Tân Thành - Tỉnh Khánh Hòa,Premium,Medium,High,Medium,0,0,0,0.09315652055,0.5533159006,0.4466840994,90
826,1,PPGL,AZ050,0.45,G550,WGRA01,3510,930,0,2,3.766094421,XLC-G,1200,1/6/2026,81926559,Huyện Long Hồ,Vĩnh Long,2026,1,6,Tuesday,FALSE,1,2026Q1,Mùa khô,23340.9,68272.1325,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,343237092,0,50,4051902756,81038055.12,8.333333333,7589710139,CUST_0100,Retail,Long An,Đại lý VLXD Hoàng Gia - Long An,Economy,Low,Low,Low,0,0,0,0.09651658262,0.8487299164,0.1512700836,85
832,1,PPGL,AZ050,0.4,G550,WGRA01,4050,1218,0,2,3.319672131,XLC-G,1200,1/6/2026,95791410,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,6,Tuesday,FALSE,1,2026Q1,Mùa khô,23652.2,79826.175,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,343237092,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0112,Retail,Đồng Nai,Đại lý VLXD Bình Minh - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.112850578,0.8487299164,0.1512700836,85
844,1A,PPGL,AZ050,0.5,G550,WGRA01,2965,694,0,2,4.260057471,XLC-G,1200,1/9/2026,69104662,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,9,Friday,FALSE,2,2026Q1,Mùa khô,23306.8,57587.21833,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,239585115,3,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0068,Wholesale,Phú Yên,Công ty TNHH VLXD An Phát - Phú Yên,Standard,Low,Medium,Low,0,0,0,0.08141127738,0.6312473085,0.3687526915,85
847,1,PPGL,AZ050,0.45,G550,WGRA01,3490,926,0,2,3.760775862,XLC-G,1200,1/10/2026,83271749,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,10,Saturday,TRUE,2,2026Q1,Mùa khô,23860.1,69393.12417,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,239585115,1,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0005,Retail,Bình Dương,Đại lý VLXD Hưng Thịnh - Bình Dương,Economy,Low,Low,Medium,0,0,0,0.09810133295,0.8487299164,0.1512700836,85
900,1,PPGL,AZ050,0.4,G550,WGRA01,3720,1126,0,2,3.29787234,XLC-G,1200,1/13/2026,87208704,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,13,Tuesday,FALSE,2,2026Q1,Mùa khô,23443.2,72673.92,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,239585115,3,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0120,Retail,Vĩnh Long,Đại lý VLXD Hoàng Gia - Vĩnh Long,Standard,High,Medium,Medium,0,0,0,0.1027394069,0.6312473085,0.3687526915,85
925,1,PPGL,AZ050,0.4,G550,WGRA01,3270,982,0,2,3.323170732,Màu xám lông chuột Granite,1200,1/20/2026,77824692,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,20,Tuesday,FALSE,3,2026Q1,Mùa khô,23799.6,64853.91,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,77824692,7,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0037,Retail,Bình Dương,Đại lý VLXD Hưng Thịnh - Bình Dương,Economy,Low,Low,Low,0,0,0,0.09168422801,0.8487299164,0.1512700836,85
941,1,PPGL,AZ050,0.4,G550,WGRA01,4020,1222,0,2,3.284313725,Màu xám lông chuột Granite,1200,1/23/2026,97686402,Quận Tân Phú,TP. Hồ Chí Minh,2026,1,23,Friday,FALSE,4,2026Q1,Mùa khô,24300.1,81405.335,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,97686402,3,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0072,Retail,Bình Định,Đại lý VLXD An Phát - Bình Định,Economy,Low,Low,Low,0,0,0,0.1150830427,0.8487299164,0.1512700836,85
989,1,PPGL,AZ050,0.4,G550,WGRA01,3390,1034,0,2,3.272200772,Màu xám lông chuột Granite,1200,1/30/2026,83783172,Huyện Long Hồ,Vĩnh Long,2026,1,30,Friday,FALSE,5,2026Q1,Mùa khô,24714.8,69819.31,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,327792542,7,50,4051902756,81038055.12,8.333333333,7589710139,CUST_0106,Retail,Bà Rịa - Vũng Tàu,Đại lý VLXD Phúc Lộc - Bà Rịa - Vũng Tàu,Economy,Medium,Low,Medium,0,0,0,0.09870383354,0.8487299164,0.1512700836,85
1001,1,PPGL,AZ050,0.45,G550,WGRA01,3620,954,0,2,3.786610879,Màu xám lông chuột Granite,1200,1/31/2026,86094822,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23783.1,71745.685,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,327792542,1,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0113,Partner,Đồng Nai,Xưởng VLXD Hoàng Gia - Đồng Nai,Premium,Medium,High,Medium,0,0,0,0.1014271575,0.5533159006,0.4466840994,90
1023,1,PPGL,AZ050,0.4,G550,WGRA01,3360,1018,0,2,3.294117647,Màu xám lông chuột Granite,1200,1/31/2026,78495648,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23361.8,65413.04,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,327792542,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0092,Wholesale,Long An,Công ty TNHH VLXD An Phát - Long An,Premium,High,High,High,0,1,0,0.09247467229,0.5533159006,0.4466840994,60
1024,1,PPGL,AZ050,0.4,G550,WGRA01,3400,1030,0,2,3.294573643,Màu xám lông chuột Granite,1200,1/31/2026,79418900,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23358.5,66182.41667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRA01,1200,TONMAU_TRUNGBINH_CAO_WGRA01_1200,327792542,0,50,4051902756,81038055.12,8.333333333,42799130622,CUST_0031,Wholesale,Vĩnh Long,Công ty TNHH VLXD Phú Cường - Vĩnh Long,Premium,Medium,High,High,0,0,0,0.09356234311,0.5533159006,0.4466840994,75
209,1A,PPGL,AZ050,0.4,G550,WGRE01,4185,1290,0,2,3.239164087,XR-G,1200,9/30/2025,95725179,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22873.4,79770.9825,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRE01,1200,TONMAU_TRUNGBINH_CAO_WGRE01_1200,95725179,,6,556738055.5,92789675.92,1.2,42799130622,CUST_0009,Wholesale,Long An,Công ty TNHH VLXD Nam Việt - Long An,Standard,Medium,Medium,Medium,0,0,0,0.1127725522,0.6312473085,0.3687526915,85
366,1A,PPGL,AZ050,0.4,G550,WGRE01,3655,1122,0,2,3.251779359,XR-G,1200,10/17/2025,87301137,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23885.4,72750.9475,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,WGRE01,1200,TONMAU_TRUNGBINH_CAO_WGRE01_1200,87301137,17,6,556738055.5,92789675.92,1.2,42799130622,CUST_0118,Retail,Bình Dương,Đại lý VLXD Phúc Lộc - Bình Dương,Economy,Low,Low,Low,0,0,0,0.102848301,0.8487299164,0.1512700836,85
